,gender,attractiveness,likes,matches
5520,MALE,0.9391112558241567,35,12
5521,MALE,0.9972862226103468,50,22
5522,MALE,0.06528659901219935,0,0
5523,MALE,0.7251445790254919,12,4
5524,MALE,0.37457976970096596,0,0
5525,MALE,0.7884141138366134,13,6
5526,MALE,0.10569706870825235,0,0
5527,MALE,0.7625565239152952,7,2
5528,MALE,0.02184943605395695,0,0
5529,MALE,0.024204263584259422,0,0
5530,MALE,0.9684155332362271,37,19
5531,MALE,0.9136781485590534,25,14
5532,MALE,0.7845544039224348,14,5
5533,MALE,0.8361238957617988,22,10
5534,MALE,0.13917466449373272,0,0
5535,MALE,0.1097524776205484,0,0
5536,MALE,0.06025376129681481,0,0
5537,MALE,0.19302491607772243,0,0
5538,MALE,0.578857084479267,3,1
5539,MALE,0.6267450010685354,2,1
5540,MALE,0.5319650236355677,0,0
5541,MALE,0.9020110028168951,26,7
5542,MALE,0.32958184660861867,0,0
5543,MALE,0.4470232870377735,0,0
5544,MALE,0.5919794021250167,0,0
5545,MALE,0.8686097503645098,22,6
5546,MALE,0.35671224314952044,0,0
5547,MALE,0.4819269437376784,0,0
5548,MALE,0.5438995630007938,1,0
5549,MALE,0.9664144912866837,40,18
5550,MALE,0.5750506705930418,0,0
5551,MALE,0.7591162617795796,9,5
5552,MALE,0.3726999226936749,1,0
5553,MALE,0.9927632578249966,50,21
5554,MALE,0.6408698889015233,3,1
5555,MALE,0.010311549357892802,0,0
5556,MALE,0.7865260972647473,15,7
5557,MALE,0.9267467758694076,37,15
5558,MALE,0.03643752037696524,0,0
5559,MALE,0.3695800369264347,0,0
5560,MALE,0.8330151734752025,14,6
5561,MALE,0.23916436423658383,0,0
5562,MALE,0.10600712045223737,0,0
5563,MALE,0.7881340340259779,14,8
5564,MALE,0.24653135782067725,0,0
5565,MALE,0.7536041499665508,10,6
5566,MALE,0.34645930137710323,0,0
5567,MALE,0.23084157710104591,0,0
5568,MALE,0.11015750237990263,0,0
5569,MALE,0.3755934878805175,0,0
5570,MALE,0.75069050334221,12,7
5571,MALE,0.09450232778403678,0,0
5572,MALE,0.9326629827945961,34,15
5573,MALE,0.10949550730077329,0,0
5574,MALE,0.4600666014551922,1,1
5575,MALE,0.8595844194932197,19,10
5576,MALE,0.2653660114803652,0,0
5577,MALE,0.16019905763334774,0,0
5578,MALE,0.20991155210549362,0,0
5579,MALE,0.5285333718455665,0,0
5580,MALE,0.3771482822210084,0,0
5581,MALE,0.5625286820725953,2,1
5582,MALE,0.7973894499479252,13,7
5583,MALE,0.08702296760524453,0,0
5584,MALE,0.6378113694540463,6,3
5585,MALE,0.08519311104311189,0,0
5586,MALE,0.35980578981831013,0,0
5587,MALE,0.18922652906967685,0,0
5588,MALE,0.16088217595437881,0,0
5589,MALE,0.41889773157968047,0,0
5590,MALE,0.4663226131444764,0,0
5591,MALE,0.17418564233239253,0,0
5592,MALE,0.6975234456654044,7,6
5593,MALE,0.7276236095777875,2,1
5594,MALE,0.7357284901165851,6,0
5595,MALE,0.9058731171654272,23,8
5596,MALE,0.2332629347117725,0,0
5597,MALE,0.7065370690794424,7,3
5598,MALE,0.29732678850197647,0,0
5599,MALE,0.5666691458944156,0,0
5600,MALE,0.6434600434987248,3,2
5601,MALE,0.33005561725181,0,0
5602,MALE,0.35376163042040853,0,0
5603,MALE,0.8175680157517798,12,6
5604,MALE,0.204083848287819,0,0
5605,MALE,0.39298001321010767,0,0
5606,MALE,0.524545023946366,1,1
5607,MALE,0.2678514472668898,0,0
5608,MALE,0.9663969335891831,45,23
5609,MALE,0.47906667440544404,0,0
5610,MALE,0.036575092790334884,0,0
5611,MALE,0.43602419217662236,0,0
5612,MALE,0.466149193614802,0,0
5613,MALE,0.5544144870566553,0,0
5614,MALE,0.5704707467055238,2,1
5615,MALE,0.1018648167355104,0,0
5616,MALE,0.7961593643875814,11,7
5617,MALE,0.27277759093307463,0,0
5618,MALE,0.27919813514611735,0,0
5619,MALE,0.03224842093471603,0,0
5620,MALE,0.5120543333002529,1,1
5621,MALE,0.9788020799532653,40,15
5622,MALE,0.16140290681963,0,0
5623,MALE,0.9754744133139743,43,22
5624,MALE,0.16914025070607996,0,0
5625,MALE,0.5037774774808969,1,0
5626,MALE,0.6062312689713156,1,1
5627,MALE,0.21215205517537206,0,0
5628,MALE,0.8241351373571155,18,5
5629,MALE,0.19394284260443517,0,0
5630,MALE,0.08589576685382172,0,0
5631,MALE,0.13833739799930722,0,0
5632,MALE,0.35441810627995673,0,0
5633,MALE,0.03495707738586673,0,0
5634,MALE,0.7006277255764038,4,0
5635,MALE,0.42348852418045724,0,0
5636,MALE,0.14314781555663247,0,0
5637,MALE,0.15635792994340225,0,0
5638,MALE,0.17333808132621142,0,0
5639,MALE,0.6791852574290852,5,3
5640,MALE,0.8607586601845992,21,12
5641,MALE,0.7052136256024667,6,4
5642,MALE,0.9530993785136443,44,17
5643,MALE,0.9129605176101004,28,13
5644,MALE,0.13155601398163053,0,0
5645,MALE,0.15102044607071596,0,0
5646,MALE,0.9050656975703911,30,14
5647,MALE,0.2757825135297206,0,0
5648,MALE,0.014336134640695275,0,0
5649,MALE,0.4189347583169183,0,0
5650,MALE,0.6328695960753677,4,2
5651,MALE,0.41421851841444024,0,0
5652,MALE,0.9326864365009231,35,16
5653,MALE,0.35460890509849674,0,0
5654,MALE,0.6902790766130069,6,2
5655,MALE,0.7842500241814815,8,2
5656,MALE,0.433489550968847,0,0
5657,MALE,0.16536146204086632,0,0
5658,MALE,0.12840650038174373,0,0
5659,MALE,0.8010200472323604,18,6
5660,MALE,0.4396338949261124,1,0
5661,MALE,0.4221514128213688,0,0
5662,MALE,0.49191649904160517,0,0
5663,MALE,0.1132228091518368,0,0
5664,MALE,0.04535175303548988,0,0
5665,MALE,0.40081643525967847,0,0
5666,MALE,0.5688094779755226,3,1
5667,MALE,0.04779667377243646,0,0
5668,MALE,0.9851889975048223,46,23
5669,MALE,0.7042256859187405,4,2
5670,MALE,0.4118829266639118,1,1
5671,MALE,0.7428213338993311,6,2
5672,MALE,0.5060172979767332,2,0
5673,MALE,0.5118187073759279,1,0
5674,MALE,0.1852440273855176,0,0
5675,MALE,0.8039505281880698,13,5
5676,MALE,0.6903146644190176,4,0
5677,MALE,0.12067442556529318,0,0
5678,MALE,0.4540182735285899,0,0
5679,MALE,0.9973638668195163,49,24
5680,MALE,0.11658972449133664,0,0
5681,MALE,0.9249070265473412,31,16
5682,MALE,0.20966913851839086,0,0
5683,MALE,0.8944313201084759,20,5
5684,MALE,0.8204690485242271,15,8
5685,MALE,0.5153024810592468,0,0
5686,MALE,0.1833778895279864,0,0
5687,MALE,0.31104021739476717,0,0
5688,MALE,0.4597302686313969,1,0
5689,MALE,0.7199711228803011,3,3
5690,MALE,0.7230021038978325,6,1
5691,MALE,0.8115742148401177,16,2
5692,MALE,0.042087028838962204,0,0
5693,MALE,0.53894859718622,0,0
5694,MALE,0.8408526209776888,20,8
5695,MALE,0.6441974495907544,0,0
5696,MALE,0.8219871846338357,17,6
5697,MALE,0.34635930420474415,0,0
5698,MALE,0.3872236181473583,0,0
5699,MALE,0.20725264040248614,0,0
5700,MALE,0.1638613679166262,0,0
5701,MALE,0.06746751382559024,0,0
5702,MALE,0.6682103075276309,5,0
5703,MALE,0.0066664230680375525,0,0
5704,MALE,0.686632106831728,3,0
5705,MALE,0.9487935223058755,35,16
5706,MALE,0.07690934388654502,0,0
5707,MALE,0.5600768457071021,0,0
5708,MALE,0.1930630251764308,0,0
5709,MALE,0.013334138339485158,0,0
5710,MALE,0.23549789891616701,0,0
5711,MALE,0.07121053420702683,0,0
5712,MALE,0.4900840812262778,0,0
5713,MALE,0.8780477275984233,16,9
5714,MALE,0.7143982538957295,6,4
5715,MALE,0.5429740145877456,1,0
5716,MALE,0.3646563065344265,0,0
5717,MALE,0.5389594430675595,0,0
5718,MALE,0.9195455588570708,28,12
5719,MALE,0.4891229698423244,0,0
5720,MALE,0.9122926939996939,27,11
5721,MALE,0.6380347197779853,3,2
5722,MALE,0.39526691375784173,0,0
5723,MALE,0.268189504904922,0,0
5724,MALE,0.5896668768564307,2,0
5725,MALE,0.15204905482443276,0,0
5726,MALE,0.8697319152806514,25,10
5727,MALE,0.4566567779090961,0,0
5728,MALE,0.6430309403543328,2,0
5729,MALE,0.9980821043670711,49,26
5730,MALE,0.5788887872611479,2,0
5731,MALE,0.5512810020915754,1,1
5732,MALE,0.4361812226498213,0,0
5733,MALE,0.48011905746782013,1,0
5734,MALE,0.7068564826641066,7,4
5735,MALE,0.6278808264542763,3,0
5736,MALE,0.3588588737526669,0,0
5737,MALE,0.6750213235974837,2,1
5738,MALE,0.2813733092689473,0,0
5739,MALE,0.3881351053844174,0,0
5740,MALE,0.3476993695038222,1,1
5741,MALE,0.6996442622654423,5,4
5742,MALE,0.5900356235704421,0,0
5743,MALE,0.19930042652194913,0,0
5744,MALE,0.8374374259259839,14,5
5745,MALE,0.5117900678348577,1,1
5746,MALE,0.6795875446504458,4,3
5747,MALE,0.9453263813541525,37,20
5748,MALE,0.7376575263585264,14,8
5749,MALE,0.1768517233870205,0,0
5750,MALE,0.4261712108588017,0,0
5751,MALE,0.6975586742444188,4,0
5752,MALE,0.032575238063338396,0,0
5753,MALE,0.6430353170552182,5,4
5754,MALE,0.39131767085771374,0,0
5755,MALE,0.6775970040705266,4,0
5756,MALE,0.8461706324129978,17,5
5757,MALE,0.658858416513997,3,3
5758,MALE,0.7463397214575955,9,5
5759,MALE,0.6832232264076178,5,3
5760,MALE,0.43748464538324583,0,0
5761,MALE,0.19796717265469543,0,0
5762,MALE,0.8295758993696223,14,10
5763,MALE,0.9643229399315056,42,23
5764,MALE,0.26088356799306534,0,0
5765,MALE,0.06412226802716725,0,0
5766,MALE,0.7776832304642121,14,5
5767,MALE,0.8832705359311226,22,12
5768,MALE,0.4698596390887585,0,0
5769,MALE,0.0961371204657232,0,0
5770,MALE,0.06667982024860997,0,0
5771,MALE,0.5879715209700527,2,1
5772,MALE,0.3720078405386804,0,0
5773,MALE,0.1755192178614472,0,0
5774,MALE,0.5520407105809063,1,1
5775,MALE,0.6283212556682974,3,2
5776,MALE,0.4711750950214527,0,0
5777,MALE,0.3056669685675908,0,0
5778,MALE,0.32503890825550186,0,0
5779,MALE,0.6901429732215756,2,2
5780,MALE,0.8750900484459863,29,13
5781,MALE,0.3063325961381713,0,0
5782,MALE,0.07960485586283184,0,0
5783,MALE,0.7032721710495834,7,0
5784,MALE,0.3153500528001154,0,0
5785,MALE,0.20386510088906418,0,0
5786,MALE,0.271023347733485,0,0
5787,MALE,0.029199939250735385,0,0
5788,MALE,0.9603498897230249,34,21
5789,MALE,0.6952001836960199,6,4
5790,MALE,0.9717432776010632,44,20
5791,MALE,0.6325281606761874,4,3
5792,MALE,0.094857311412338,0,0
5793,MALE,0.8247600955288,12,5
5794,MALE,0.3860888997545793,0,0
5795,MALE,0.9838429558732229,41,22
5796,MALE,0.08132356770669646,0,0
5797,MALE,0.21678171825858805,0,0
5798,MALE,0.664433883055332,3,2
5799,MALE,0.6164018690041999,1,1
5800,MALE,0.7262826073814763,5,2
5801,MALE,0.7275296961870007,7,3
5802,MALE,0.33398552000320736,0,0
5803,MALE,0.3108694263290782,0,0
5804,MALE,0.2888061806709985,0,0
5805,MALE,0.4311455804836505,0,0
5806,MALE,0.9635451918435657,39,17
5807,MALE,0.27354490958750166,0,0
5808,MALE,0.066867394170526,0,0
5809,MALE,0.7904722354347032,12,5
5810,MALE,0.5047410585508963,2,2
5811,MALE,0.16794525149618045,0,0
5812,MALE,0.44304410960766416,0,0
5813,MALE,0.24049508890930427,0,0
5814,MALE,0.9779488771969546,47,23
5815,MALE,0.8303575076458227,19,10
5816,MALE,0.926496650622535,36,17
5817,MALE,0.19819105900656409,0,0
5818,MALE,0.37822444546289924,1,1
5819,MALE,0.34466688847933247,0,0
5820,MALE,0.8815771871887694,21,13
5821,MALE,0.7726846770288074,5,2
5822,MALE,0.3120692568579041,0,0
5823,MALE,0.7092278327746602,4,4
5824,MALE,0.41947275494883307,1,1
5825,MALE,0.2353149262044778,0,0
5826,MALE,0.9998274107734881,50,30
5827,MALE,0.5069779748109124,1,1
5828,MALE,0.8543690938733622,19,10
5829,MALE,0.3889439125048767,0,0
5830,MALE,0.08597992854243464,0,0
5831,MALE,0.8592535273907614,24,11
5832,MALE,0.021144847203299122,0,0
5833,MALE,0.6744369812410155,6,3
5834,MALE,0.3080128720502202,0,0
5835,MALE,0.8099238030628098,17,14
5836,MALE,0.3785881999459356,1,1
5837,MALE,0.8501493090018323,25,15
5838,MALE,0.258004279894575,0,0
5839,MALE,0.013605696954454682,0,0
5840,MALE,0.8468929020688146,20,12
5841,MALE,0.029084210740038863,0,0
5842,MALE,0.21891630441525023,0,0
5843,MALE,0.8707616439588078,23,13
5844,MALE,0.00028057994508945416,0,0
5845,MALE,0.5064822280534546,0,0
5846,MALE,0.4457608404808835,0,0
5847,MALE,0.9852705466217309,46,19
5848,MALE,0.6507270079782911,2,2
5849,MALE,0.9967333538060834,49,26
5850,MALE,0.01061014099660762,0,0
5851,MALE,0.17569897946537216,0,0
5852,MALE,0.652450342780413,2,0
5853,MALE,0.5425537534853879,0,0
5854,MALE,0.3529248464364947,0,0
5855,MALE,0.6918942275897394,4,2
5856,MALE,0.3495950443134226,0,0
5857,MALE,0.44983574657702974,0,0
5858,MALE,0.64953588158592,4,2
5859,MALE,0.514211826448583,0,0
5860,MALE,0.10543389148495541,0,0
5861,MALE,0.9444406979904413,38,21
5862,MALE,0.5353150240192776,0,0
5863,MALE,0.6880696238295261,4,2
5864,MALE,0.6491820685019776,3,1
5865,MALE,0.18641416825852453,0,0
5866,MALE,0.583011882317187,1,0
5867,MALE,0.18273026134211467,0,0
5868,MALE,0.8881096115961699,29,14
5869,MALE,0.10385626082340926,0,0
5870,MALE,0.8262540035402904,17,13
5871,MALE,0.5230795902653986,0,0
5872,MALE,0.3016374892572443,0,0
5873,MALE,0.3925310700010963,0,0
5874,MALE,0.5997784590563651,2,2
5875,MALE,0.5808770841826587,1,0
5876,MALE,0.9909951254047102,47,21
5877,MALE,0.26069148088587757,0,0
5878,MALE,0.7734662727772227,7,4
5879,MALE,0.17828325181630988,0,0
5880,MALE,0.016801112765526205,0,0
5881,MALE,0.6473930893461332,4,3
5882,MALE,0.47657350649755126,0,0
5883,MALE,0.8786227387780737,28,16
5884,MALE,0.843417980878762,26,12
5885,MALE,0.12405022555629708,0,0
5886,MALE,0.8060463912733202,15,7
5887,MALE,0.8974690733153057,27,13
5888,MALE,0.4316336499580584,1,0
5889,MALE,0.19715418813299768,0,0
5890,MALE,0.8882477311870646,26,12
5891,MALE,0.9546379630714766,41,19
5892,MALE,0.4170954708060176,0,0
5893,MALE,0.33988949104935384,0,0
5894,MALE,0.3148118087409171,0,0
5895,MALE,0.29466252702268736,0,0
5896,MALE,0.6671971859894062,2,2
5897,MALE,0.9349268151175669,34,18
5898,MALE,0.5566769021039579,0,0
5899,MALE,0.44499841523969763,1,1
5900,MALE,0.16617766951848767,0,0
5901,MALE,0.813522222508133,14,6
5902,MALE,0.23770633789210438,0,0
5903,MALE,0.37309217522648785,0,0
5904,MALE,0.8194064162700321,7,3
5905,MALE,0.8083129528717801,14,5
5906,MALE,0.5553363520182855,3,1
5907,MALE,0.016111767356391526,0,0
5908,MALE,0.05536194336446476,0,0
5909,MALE,0.9127375385001264,23,12
5910,MALE,0.7251923765221248,11,8
5911,MALE,0.09868195845739025,0,0
5912,MALE,0.7708316989023302,12,7
5913,MALE,0.7771852457616156,9,3
5914,MALE,0.6050488284754245,0,0
5915,MALE,0.1958179239554585,0,0
5916,MALE,0.2757837539092294,0,0
5917,MALE,0.992158623517671,46,21
5918,MALE,0.3459845446082427,0,0
5919,MALE,0.20097827354308184,0,0
5920,MALE,0.0943138466312421,0,0
5921,MALE,0.9126725115930375,30,18
5922,MALE,0.5790023045974032,1,0
5923,MALE,0.8551499277137362,19,9
5924,MALE,0.16615335519301522,0,0
5925,MALE,0.24259239740516914,0,0
5926,MALE,0.39913204824698056,0,0
5927,MALE,0.7462836211337651,6,4
5928,MALE,0.6541515697317106,7,4
5929,MALE,0.8821440845356447,19,9
5930,MALE,0.40193266921076287,0,0
5931,MALE,0.7391280388653094,6,1
5932,MALE,0.4828165757019449,0,0
5933,MALE,0.4431107382453663,0,0
5934,MALE,0.7957483070648833,16,9
5935,MALE,0.011906719364852547,0,0
5936,MALE,0.6110687748717276,3,2
5937,MALE,0.9089791163677934,30,15
5938,MALE,0.6651410113817344,3,2
5939,MALE,0.04026689171924047,0,0
5940,MALE,0.09475931917351499,0,0
5941,MALE,0.7363954504373007,5,4
5942,MALE,0.9628863127295242,41,18
5943,MALE,0.27474234804649345,0,0
5944,MALE,0.06102850193341014,0,0
5945,MALE,0.5507271317786105,2,1
5946,MALE,0.7749788076667583,9,4
5947,MALE,0.7950889642125388,14,7
5948,MALE,0.7972918486171118,14,7
5949,MALE,0.15764362484166994,0,0
5950,MALE,0.6051921917937818,1,1
5951,MALE,0.6870501104905398,7,3
5952,MALE,0.6750782857660804,2,1
5953,MALE,0.12579448003203253,0,0
5954,MALE,0.7776615069927438,7,3
5955,MALE,0.389766977169722,0,0
5956,MALE,0.6781173254704418,3,1
5957,MALE,0.16306816378435507,0,0
5958,MALE,0.6017669739552868,0,0
5959,MALE,0.8008839774940234,13,4
5960,MALE,0.6691989348091808,6,3
5961,MALE,0.9912083360889612,48,17
5962,MALE,0.7328975135721465,7,4
5963,MALE,0.5383188642628075,1,1
5964,MALE,0.5390459482882215,2,0
5965,MALE,0.6681112916794042,3,2
5966,MALE,0.27476151821992933,0,0
5967,MALE,0.7060089688227227,8,4
5968,MALE,0.44794685241374677,0,0
5969,MALE,0.15990116355963435,0,0
5970,MALE,0.586835501287036,0,0
5971,MALE,0.43298649844873327,0,0
5972,MALE,0.6677782684385419,2,2
5973,MALE,0.7205879168492954,6,2
5974,MALE,0.4365669820275443,2,1
5975,MALE,0.5579315022835378,1,0
5976,MALE,0.8694966504774003,20,10
5977,MALE,0.475423612595155,0,0
5978,MALE,0.14199530363715773,0,0
5979,MALE,0.9753949662315936,43,12
5980,MALE,0.7182844303283863,5,5
5981,MALE,0.14385087493696147,0,0
5982,MALE,0.7503550907531966,11,4
5983,MALE,0.4680178596220027,0,0
5984,MALE,0.03707857645979595,0,0
5985,MALE,0.8183178632219656,17,7
5986,MALE,0.7021639287273703,8,3
5987,MALE,0.10376815437074849,0,0
5988,MALE,0.949617112904965,29,14
5989,MALE,0.9132042953097889,22,7
5990,MALE,0.781267719674806,15,4
5991,MALE,0.7661898153212209,7,1
5992,MALE,0.24195611324207134,0,0
5993,MALE,0.24203275617732722,0,0
5994,MALE,0.0322554845726174,0,0
5995,MALE,0.6519139676162952,2,2
5996,MALE,0.7815938922077089,5,2
5997,MALE,0.7623787185532998,8,5
5998,MALE,0.7835865396488816,14,4
5999,MALE,0.6232549529282639,2,1
6000,FEMALE,0.9884396919245633,392,9
6001,FEMALE,0.01879810148187533,3,1
6002,FEMALE,0.9083368912592706,346,12
6003,FEMALE,0.44513542304764175,153,7
6004,FEMALE,0.5774034176961925,210,7
6005,FEMALE,0.017328456592602626,2,0
6006,FEMALE,0.7598631348402547,283,17
6007,FEMALE,0.13288032172985909,28,1
6008,FEMALE,0.11545801408809186,39,1
6009,FEMALE,0.7732365399183132,282,11
6010,FEMALE,0.6139563150059681,212,7
6011,FEMALE,0.9513749685537715,379,13
6012,FEMALE,0.3465099628753343,100,7
6013,FEMALE,0.21987724375509043,76,3
6014,FEMALE,0.2995612020718894,84,1
6015,FEMALE,0.38888766553171583,128,4
6016,FEMALE,0.2086219998375567,72,2
6017,FEMALE,0.8460414870378377,319,12
6018,FEMALE,0.8567602658403365,334,13
6019,FEMALE,0.8903827941441522,348,12
6020,FEMALE,0.7532619045694744,279,10
6021,FEMALE,0.7234365826560984,266,13
6022,FEMALE,0.7824532574952847,304,9
6023,FEMALE,0.2146462041381234,77,0
6024,FEMALE,0.7353194254175939,269,6
6025,FEMALE,0.23937387983655456,65,1
6026,FEMALE,0.7760215487399944,308,14
6027,FEMALE,0.5848752709084436,207,6
6028,FEMALE,0.013701161044789023,1,0
6029,FEMALE,0.6466667179833977,226,11
6030,FEMALE,0.8534074160050985,331,15
6031,FEMALE,0.016885251987843075,2,0
6032,FEMALE,0.6619598644861907,244,10
6033,FEMALE,0.5918011448794245,235,14
6034,FEMALE,0.3897210011922033,135,7
6035,FEMALE,0.9431963642398684,386,15
6036,FEMALE,0.872950693963614,341,8
6037,FEMALE,0.094552664753214,27,3
6038,FEMALE,0.3580373657732102,115,2
6039,FEMALE,0.09842938141896151,22,2
6040,FEMALE,0.9442422929602218,382,10
6041,FEMALE,0.1971027303636973,63,1
6042,FEMALE,0.4889560541083169,174,8
6043,FEMALE,0.6183080246822346,235,5
6044,FEMALE,0.8636892052540666,340,8
6045,FEMALE,0.8646533684584112,336,17
6046,FEMALE,0.360373932191982,117,9
6047,FEMALE,0.5699947219933859,187,3
6048,FEMALE,0.0739366934215191,16,0
6049,FEMALE,0.025095465577622877,2,0
6050,FEMALE,0.7606662133288428,295,9
6051,FEMALE,0.4671754195329394,174,7
6052,FEMALE,0.2429043645579293,81,4
6053,FEMALE,0.42163986824012145,156,10
6054,FEMALE,0.16179771543209598,55,3
6055,FEMALE,0.30476555288980955,117,6
6056,FEMALE,0.480796609249582,167,10
6057,FEMALE,0.3867690274400798,128,3
6058,FEMALE,0.8694028598707207,340,14
6059,FEMALE,0.37248240886463246,130,6
6060,FEMALE,0.7490574056651309,297,13
6061,FEMALE,0.171609701783071,58,2
6062,FEMALE,0.9779328999233198,388,16
6063,FEMALE,0.6008233129818534,205,4
6064,FEMALE,0.7473018134818958,269,8
6065,FEMALE,0.6059369892798073,212,7
6066,FEMALE,0.05531838874353823,15,0
6067,FEMALE,0.43737576776221543,144,7
6068,FEMALE,0.5250619176293386,173,7
6069,FEMALE,0.6583937354576359,233,6
6070,FEMALE,0.18327944474540103,54,4
6071,FEMALE,0.8022126566761809,301,18
6072,FEMALE,0.9170708010216408,355,17
6073,FEMALE,0.10233691614855922,21,1
6074,FEMALE,0.4088726946988338,153,6
6075,FEMALE,0.26230958651489955,83,1
6076,FEMALE,0.27550474942879977,95,1
6077,FEMALE,0.5941107325684538,237,9
6078,FEMALE,0.030527995874033653,8,0
6079,FEMALE,0.492284820273444,161,7
6080,FEMALE,0.6971245703114677,256,9
6081,FEMALE,0.6396934428039449,250,7
6082,FEMALE,0.289231333119195,93,1
6083,FEMALE,0.6163574260496802,243,10
6084,FEMALE,0.3486829285135046,114,4
6085,FEMALE,0.8941857736856442,351,22
6086,FEMALE,0.6956042317603166,265,10
6087,FEMALE,0.6506074235583129,252,10
6088,FEMALE,0.7722052045023823,283,14
6089,FEMALE,0.2833780323071644,98,5
6090,FEMALE,0.002011732151601664,0,0
6091,FEMALE,0.41470737091230137,151,5
6092,FEMALE,0.5391271952595393,195,7
6093,FEMALE,0.8000130916942455,297,11
6094,FEMALE,0.15369467903775869,52,3
6095,FEMALE,0.7573967736413632,292,8
6096,FEMALE,0.5002757436450959,180,5
6097,FEMALE,0.5722256717396627,201,5
6098,FEMALE,0.520509411190553,183,8
6099,FEMALE,0.23494012747631154,71,4
6100,FEMALE,0.08416774125978388,35,1
6101,FEMALE,0.8420001019895487,322,16
6102,FEMALE,0.41062994471619485,121,4
6103,FEMALE,0.019327334130490592,5,1
6104,FEMALE,0.18127267013545512,49,0
6105,FEMALE,0.9037686432766846,353,21
6106,FEMALE,0.14881851672122837,31,3
6107,FEMALE,0.4652752097584424,158,8
6108,FEMALE,0.6267072669567042,242,8
6109,FEMALE,0.6859311190325001,266,8
6110,FEMALE,0.6145993785983767,231,7
6111,FEMALE,0.285594505666494,89,4
6112,FEMALE,0.7440251028034313,294,11
6113,FEMALE,0.1911668796749928,64,2
6114,FEMALE,0.5999262452795986,232,8
6115,FEMALE,0.30411606676107306,89,1
6116,FEMALE,0.38299086781134484,138,2
6117,FEMALE,0.7167836995125405,268,7
6118,FEMALE,0.6451492369631796,236,14
6119,FEMALE,0.6277700400558321,219,10
6120,FEMALE,0.24782734302647147,86,6
6121,FEMALE,0.8524272802756436,330,13
6122,FEMALE,0.16849479022020908,56,3
6123,FEMALE,0.836997269768289,328,12
6124,FEMALE,0.05629811444136912,18,1
6125,FEMALE,0.5692460262413038,200,11
6126,FEMALE,0.9803163513989551,389,17
6127,FEMALE,0.7651984261613829,282,8
6128,FEMALE,0.8908739835434849,353,14
6129,FEMALE,0.5549500505559225,185,7
6130,FEMALE,0.016614630391520113,1,1
6131,FEMALE,0.9780847675107107,388,15
6132,FEMALE,0.4173891730677832,142,6
6133,FEMALE,0.8845794493147823,352,18
6134,FEMALE,0.06294125982184484,17,0
6135,FEMALE,0.25692190412453086,91,8
6136,FEMALE,0.19047919171416205,54,5
6137,FEMALE,0.517462089887148,199,3
6138,FEMALE,0.749913186851052,280,14
6139,FEMALE,0.5839013079215573,211,9
6140,FEMALE,0.35772021841732604,117,5
6141,FEMALE,0.08414813404246624,24,2
6142,FEMALE,0.6505342966304858,227,8
6143,FEMALE,0.3435274952369687,123,4
6144,FEMALE,0.7871157936326898,307,12
6145,FEMALE,0.35937431542925347,124,8
6146,FEMALE,0.6997252616983545,279,14
6147,FEMALE,0.32079822834761296,99,6
6148,FEMALE,0.5207103503144636,185,9
6149,FEMALE,0.6515245057666611,241,9
6150,FEMALE,0.9228801327642804,365,15
6151,FEMALE,0.5854423794626933,217,5
6152,FEMALE,0.5337745744732844,186,9
6153,FEMALE,0.41843926556658295,146,9
6154,FEMALE,0.9364815098999101,378,11
6155,FEMALE,0.24602932548100187,83,5
6156,FEMALE,0.5947214570243543,223,11
6157,FEMALE,0.5280444734259409,191,5
6158,FEMALE,0.8082426269705074,316,13
6159,FEMALE,0.6315943577565777,222,7
6160,FEMALE,0.7065985360532923,281,12
6161,FEMALE,0.5567531454407022,204,7
6162,FEMALE,0.18614914421781503,61,3
6163,FEMALE,0.37336958226587913,135,4
6164,FEMALE,0.6061038975097427,227,10
6165,FEMALE,0.5596369348351493,213,11
6166,FEMALE,0.2665614801110746,77,3
6167,FEMALE,0.7360493388651119,289,9
6168,FEMALE,0.057651743613622686,13,0
6169,FEMALE,0.21928766790538412,57,3
6170,FEMALE,0.3145836418112947,101,5
6171,FEMALE,0.9024532986715652,356,15
6172,FEMALE,0.613734287079552,224,8
6173,FEMALE,0.5616980491353932,207,13
6174,FEMALE,0.8148083252099623,300,11
6175,FEMALE,0.9333518584813982,365,20
6176,FEMALE,0.8909125381302031,350,13
6177,FEMALE,0.8911703746751153,345,8
6178,FEMALE,0.08545481306543512,26,2
6179,FEMALE,0.3133931112182117,104,5
6180,FEMALE,0.12343128109688295,26,3
6181,FEMALE,0.018760600320365528,4,0
6182,FEMALE,0.609049668114637,223,10
6183,FEMALE,0.03187432409264568,7,0
6184,FEMALE,0.8450662892865297,321,14
6185,FEMALE,0.4710966497125162,175,7
6186,FEMALE,0.7964557486296161,306,10
6187,FEMALE,0.6059694254560712,231,8
6188,FEMALE,0.9484218494930242,374,16
6189,FEMALE,0.4494679237917011,149,2
6190,FEMALE,0.8169529429808122,316,8
6191,FEMALE,0.3319278478593618,106,3
6192,FEMALE,0.3815182207933663,142,6
6193,FEMALE,0.36123394215977067,117,3
6194,FEMALE,0.32849710554501144,120,3
6195,FEMALE,0.6534565653095421,242,12
6196,FEMALE,0.02291679894739751,7,1
6197,FEMALE,0.6064850949469113,215,6
6198,FEMALE,0.09950343970432796,32,1
6199,FEMALE,0.7055817790071003,267,10
6200,FEMALE,0.40865357906705024,151,5
