,gender,attractiveness,likes,matches
384,MALE,0.65146512360236,3,1
385,MALE,0.7417430461868018,5,3
386,MALE,0.7533600411751223,10,9
387,MALE,0.2774014943599643,0,0
388,MALE,0.13318650037835555,0,0
389,MALE,0.5688647681502348,0,0
390,MALE,0.6430577734159553,3,3
391,MALE,0.5002686699801144,1,1
392,MALE,0.765124038938491,13,6
393,MALE,0.855725363619012,17,8
394,MALE,0.13188623048669235,0,0
395,MALE,0.09312454246461199,0,0
396,MALE,0.5063255699661303,0,0
397,MALE,0.8748769262606191,25,16
398,MALE,0.214289013998069,0,0
399,MALE,0.5737119674112398,0,0
400,MALE,0.9875209711278079,46,21
401,MALE,0.6456223781555608,2,2
402,MALE,0.8205627653979083,14,3
403,MALE,0.49213353626871814,0,0
404,MALE,0.21897155273950053,0,0
405,MALE,0.9458886797666546,37,21
406,MALE,0.6986489283664965,7,5
407,MALE,0.8322464673113942,15,5
408,MALE,0.1759250530788018,0,0
409,MALE,0.6066101338276467,3,2
410,MALE,0.6265749445128914,1,1
411,MALE,0.9774135858866007,48,27
412,MALE,0.7653426530610026,13,8
413,MALE,0.9340309623443402,31,17
414,MALE,0.42504156364236667,0,0
415,MALE,0.39406737655597013,0,0
416,MALE,0.4396849466410814,0,0
417,MALE,0.5097509677734847,0,0
418,MALE,0.6462058557283784,2,1
419,MALE,0.3854184455247176,0,0
420,MALE,0.650203694485154,3,2
421,MALE,0.08975068881259873,0,0
422,MALE,0.534659232998749,0,0
423,MALE,0.27843510166594143,0,0
424,MALE,0.8798293306864314,22,13
425,MALE,0.4599997398746678,0,0
426,MALE,0.17535659887548338,0,0
427,MALE,0.7904545139972776,11,4
428,MALE,0.8918125620733359,21,8
429,MALE,0.4928461438949866,0,0
430,MALE,0.37381310681587754,0,0
431,MALE,0.12126815179865769,0,0
432,MALE,0.16581360793938038,0,0
433,MALE,0.9858251856659924,46,24
434,MALE,0.7223613117296953,4,3
435,MALE,0.6479650925364949,2,1
436,MALE,0.2311598729511637,0,0
437,MALE,0.060569138199044636,0,0
438,MALE,0.030983604336165205,0,0
439,MALE,0.5099361221700344,0,0
440,MALE,0.6429115970966413,4,1
441,MALE,0.7019666148757688,4,1
442,MALE,0.4550825832939195,0,0
443,MALE,0.6904107014435696,2,1
444,MALE,0.12466050137081053,0,0
445,MALE,0.05372606950749281,0,0
446,MALE,0.6268614135900402,3,0
447,MALE,0.5148981913273296,1,1
448,MALE,0.18619747946725262,0,0
449,MALE,0.2138614701599345,0,0
450,MALE,0.18206938832600428,0,0
451,MALE,0.9164421089682981,31,19
452,MALE,0.2682648774516214,0,0
453,MALE,0.8833794712791073,20,9
454,MALE,0.22886745009333664,0,0
455,MALE,0.5582495925441565,2,2
456,MALE,0.40982429399361764,0,0
457,MALE,0.3789212134605795,0,0
458,MALE,0.5679772473336113,1,1
459,MALE,0.3563900323854585,0,0
460,MALE,0.02342065872272503,0,0
461,MALE,0.6749860464990112,7,5
462,MALE,0.7665848772155834,8,3
463,MALE,0.6570283568592588,0,0
464,MALE,0.24861441132352702,0,0
465,MALE,0.11996147808891,0,0
466,MALE,0.4831675747445845,0,0
467,MALE,0.21330683167498754,0,0
468,MALE,0.7673253375290184,12,4
469,MALE,0.9176124152607373,33,16
470,MALE,0.09130080457772105,0,0
471,MALE,0.4682131187145423,0,0
472,MALE,0.14551098041568633,0,0
473,MALE,0.7686714578028719,9,2
474,MALE,0.774471199247315,9,6
475,MALE,0.22690598590442235,0,0
476,MALE,0.3592161929197637,0,0
477,MALE,0.05811022014722378,0,0
478,MALE,0.811126738574059,10,3
479,MALE,0.6545109948317533,12,7
480,MALE,0.18286489143748852,0,0
481,MALE,0.37337195130641465,0,0
482,MALE,0.5710333285441348,1,0
483,MALE,0.3229721018891133,0,0
484,MALE,0.21780740531876075,0,0
485,MALE,0.6427399464356964,3,2
486,MALE,0.6498508262230883,2,1
487,MALE,0.8929232837162492,23,14
488,MALE,0.35863713090187044,0,0
489,MALE,0.7832675052536846,12,1
490,MALE,0.04831072802960401,0,0
491,MALE,0.8518020147598842,20,8
492,MALE,0.29494944555844727,0,0
493,MALE,0.5114645385591804,1,0
494,MALE,0.2508396867436212,0,0
495,MALE,0.5050975070092756,0,0
496,MALE,0.5553928031859469,0,0
497,MALE,0.9656554873926689,38,18
498,MALE,0.4017558491262382,1,1
499,MALE,0.9562690207330451,37,16
500,MALE,0.9691491935080907,40,15
501,MALE,0.9953722543922096,46,18
502,MALE,0.7521035962900171,5,2
503,MALE,0.15678325351992395,0,0
504,MALE,0.9679561455970024,44,22
505,MALE,0.7527977612382026,14,3
506,MALE,0.2780755493047141,0,0
507,MALE,0.4779653785628232,1,0
508,MALE,0.9571863948122171,38,18
509,MALE,0.3200836203932478,0,0
510,MALE,0.0008782203200857763,0,0
511,MALE,0.6148172346348503,2,0
512,MALE,0.425061764868391,0,0
513,MALE,0.32789665930159395,0,0
514,MALE,0.011796317680597412,0,0
515,MALE,0.8828159167325403,21,9
516,MALE,0.7373029653763953,10,3
517,MALE,0.3343608703666131,0,0
518,MALE,0.4009879766588278,0,0
519,MALE,0.3985739842968681,0,0
520,MALE,0.883084848277041,25,13
521,MALE,0.12069662632978795,0,0
522,MALE,0.7411176918813905,5,2
523,MALE,0.9644839349231995,43,16
524,MALE,0.12179830222930899,0,0
525,MALE,0.4466337178512253,0,0
526,MALE,0.3246852455846947,0,0
527,MALE,0.9245794717812256,30,11
528,MALE,0.43724372661981825,0,0
529,MALE,0.6651983543933963,1,1
530,MALE,0.3150713597644603,0,0
531,MALE,0.45773339432219173,1,0
532,MALE,0.15594760160018628,0,0
533,MALE,0.1985228584773262,0,0
534,MALE,0.18601543098521034,0,0
535,MALE,0.6064781735681071,0,0
536,MALE,0.714993620297129,7,3
537,MALE,0.13847508605096603,0,0
538,MALE,0.741262390129886,10,4
539,MALE,0.851951926343195,19,8
540,MALE,0.44847588306759356,0,0
541,MALE,0.7053161508017283,7,5
542,MALE,0.47571374304611,1,1
543,MALE,0.7345290545625791,7,0
544,MALE,0.12372588704717713,0,0
545,MALE,0.3350814025418446,0,0
546,MALE,0.316149086188817,0,0
547,MALE,0.5413396384369468,1,0
548,MALE,0.6374342842333892,4,2
549,MALE,0.6145283323513822,2,1
550,MALE,0.8467335781572446,21,9
551,MALE,0.8344929172585458,14,7
552,MALE,0.13004019777755482,0,0
553,MALE,0.7518545387085888,9,3
554,MALE,0.8955085353042554,23,11
555,MALE,0.009827548140588949,0,0
556,MALE,0.9930073164126137,48,25
557,MALE,0.465058200629498,1,0
558,MALE,0.8557389816395197,24,11
559,MALE,0.7809800385909996,14,5
560,MALE,0.9419186148437638,38,19
561,MALE,0.8311576822703786,24,8
562,MALE,0.35319683147522773,0,0
563,MALE,0.4416074698049851,0,0
564,MALE,0.18137039924930853,0,0
565,MALE,0.2946155852571044,0,0
566,MALE,0.5277441617027793,2,2
567,MALE,0.4774415575818378,1,0
568,MALE,0.890164216642411,20,13
569,MALE,0.5479731325886104,1,1
570,MALE,0.7095599962954218,5,3
571,MALE,0.31110896121061904,0,0
572,MALE,0.8259569046078812,14,7
573,MALE,0.3552290181547407,0,0
574,MALE,0.6940529849995374,5,3
575,MALE,0.3740071448996908,0,0
576,MALE,0.5459940101907301,2,1
577,MALE,0.6718285072255041,4,2
578,MALE,0.5701177584340055,4,1
579,MALE,0.9002001056587543,28,13
580,MALE,0.8162904930326115,14,9
581,MALE,0.3649820218259715,0,0
582,MALE,0.17203586626438627,0,0
583,MALE,0.40830981141464073,0,0
584,MALE,0.7279449318753513,8,5
585,MALE,0.8997882693261043,26,16
586,MALE,0.07607358706742351,0,0
587,MALE,0.8441434190703594,13,7
588,MALE,0.9222642150334026,30,16
589,MALE,0.5706307848312483,3,2
590,MALE,0.4302976139537813,0,0
591,MALE,0.09751554117831396,0,0
592,MALE,0.28714591594264494,0,0
593,MALE,0.9540372191387895,33,16
594,MALE,0.3089693924430913,0,0
595,MALE,0.20231793535556453,0,0
596,MALE,0.10753633075849445,0,0
597,MALE,0.6063937786013992,2,1
598,MALE,0.3718814949911651,1,1
599,MALE,0.8323435322511106,18,9
600,MALE,0.6488835543617568,3,2
601,MALE,0.5075344136305882,1,0
602,MALE,0.1720576952540953,0,0
603,MALE,0.11474171956162427,0,0
604,MALE,0.3822430196611901,0,0
605,MALE,0.42846525070439134,0,0
606,MALE,0.9237682483129177,27,13
607,MALE,0.455992583901517,0,0
608,MALE,0.5613302264116086,1,0
609,MALE,0.6438963328706448,0,0
610,MALE,0.13760152761939193,0,0
611,MALE,0.1870654903964709,0,0
612,MALE,0.8707686674208697,18,11
613,MALE,0.6021275846532875,3,2
614,MALE,0.8017049511249591,15,7
615,MALE,0.06455231725300492,0,0
616,MALE,0.46622269022372875,0,0
617,MALE,0.6103450211736258,1,1
618,MALE,0.7497891017968914,8,5
619,MALE,0.8950825115926341,29,16
620,MALE,0.8658983599074399,23,11
621,MALE,0.7676029426121431,15,11
622,MALE,0.9440751984646849,37,23
623,MALE,0.8655529442381406,24,11
624,MALE,0.6036503667399472,2,2
625,MALE,0.4058090040677167,0,0
626,MALE,0.48531857940754053,0,0
627,MALE,0.4864226845118885,2,1
628,MALE,0.9372265037370383,33,18
629,MALE,0.355445242487316,0,0
630,MALE,0.6942450527532572,8,3
631,MALE,0.2347198042021228,0,0
632,MALE,0.5905440354698721,0,0
633,MALE,0.7718557921236159,9,5
634,MALE,0.18091117145453295,0,0
635,MALE,0.8793957233801757,25,9
636,MALE,0.5560496436525926,0,0
637,MALE,0.30570680847391274,0,0
638,MALE,0.4282378663007457,0,0
639,MALE,0.8236036548721262,9,2
640,MALE,0.9883675447776703,48,18
641,MALE,0.4948590085461828,0,0
642,MALE,0.38203518449451135,0,0
643,MALE,0.5076161137923589,0,0
644,MALE,0.27726443789749544,0,0
645,MALE,0.2346533193974083,0,0
646,MALE,0.2359323271151813,0,0
647,MALE,0.45942686527179777,0,0
648,MALE,0.23109655534938078,0,0
649,MALE,0.06233877368481622,0,0
650,MALE,0.07675415437842525,0,0
651,MALE,0.6332705064048072,1,1
652,MALE,0.01596339947595915,0,0
653,MALE,0.21968940249437652,0,0
654,MALE,0.24273570065022299,0,0
655,MALE,0.12327464214334738,0,0
656,MALE,0.4848947241338284,1,0
657,MALE,0.9577076641215918,39,14
658,MALE,0.26262195454331116,0,0
659,MALE,0.5292310963345173,0,0
660,MALE,0.9379921420153903,33,16
661,MALE,0.4502418808508356,0,0
662,MALE,0.2907896011488662,0,0
663,MALE,0.775667156804488,8,3
664,MALE,0.6229948880750629,8,2
665,MALE,0.6196158222678453,2,2
666,MALE,0.8384561198593902,16,11
667,MALE,0.07920761009507937,0,0
668,MALE,0.2436377576029406,0,0
669,MALE,0.5144699903339682,1,1
670,MALE,0.23540323899505222,0,0
671,MALE,0.4830361030682244,0,0
672,MALE,0.34777258788989684,0,0
673,MALE,0.9724852690757835,43,20
674,MALE,0.638213404962347,2,0
675,MALE,0.29141875894383706,0,0
676,MALE,0.061356352282991966,0,0
677,MALE,0.26919326251618636,0,0
678,MALE,0.6099352796128362,10,6
679,MALE,0.4409382985085847,0,0
680,MALE,0.8506745468046868,17,4
681,MALE,0.9498669850102607,38,16
682,MALE,0.8583899762998811,18,9
683,MALE,0.45865288783015346,2,2
684,MALE,0.1877489487838443,0,0
685,MALE,0.3522884425287266,0,0
686,MALE,0.6503081089926515,3,1
687,MALE,0.580984126596735,1,0
688,MALE,0.3365479610210793,0,0
689,MALE,0.28535390983570363,0,0
690,MALE,0.4337338115486935,0,0
691,MALE,0.8017744805494943,12,8
692,MALE,0.24859620414120842,0,0
693,MALE,0.38934540863790845,0,0
694,MALE,0.6758601631981435,3,0
695,MALE,0.57707487099918,0,0
696,MALE,0.09847351173314955,0,0
697,MALE,0.38666072275046903,1,0
698,MALE,0.0851922970602903,0,0
699,MALE,0.8920206240372919,22,7
